id_client;enfant_conduite_accompagne;usage_vehicule;est_rouge;type_conduite;date_demande;etat_dossier;formule;lat;lon;genre;tranches d'âge;POINTS PERDUS;âge véhicule;devis;revenus 1
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_integral;44.338064;1.203597;M;20-25;0-2;16-23;324-347;70280-75281
9;VRAI;catégorie 2;yes;Highly Urban/ Urban;3;complet;dev_integral;47.220382;2.053079;M;70-75;0-2;août-15;300-323;40268-45269
9;FAUX;catégorie 2;no;Highly Urban/ Urban;17;complet;dev_integral;44.515001;3.500796;F;55-60;0-2;;300-323;80284-85285
9;FAUX;catégorie 2;no;Highly Urban/ Urban;3;complet;dev_express;44.348042;2.569571;M;oct-15;0-2;16-23;252-275;150312-155313
8;FAUX;catégorie 1;yes;Highly Urban/ Urban;1;complet;dev_express;46.39032;5.660867;M;75-80;02-avr;0-7;252-275;45270-50271
9;FAUX;catégorie 1;no;Highly Urban/ Urban;12;complet;dev_integral;46.775512;-1.062131;M;65-70;02-avr;16-23;324-347;130304-135305
9;FAUX;catégorie 2;no;Highly Urban/ Urban;4;complet;dev_premium;47.782562;1.065768;M;70-75;0-2;août-15;468-491;135306-140307
9;FAUX;catégorie 1;no;Highly Urban/ Urban;19;complet;dev_integral;46.277272;2.742161;M;oct-15;0-2;août-15;276-299;75282-80283
9;FAUX;catégorie 1;no;Highly Urban/ Urban;18;complet;dev_express;47.830234;-1.558783;F;65-70;02-avr;0-7;252-275;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;8;complet;dev_express;49.74203;4.713946;M;oct-15;04-juin;16-23;276-299;135306-140307
9;FAUX;catégorie 2;no;Highly Urban/ Urban;10;complet;dev_integral;46.715881;4.696351;F;90-95;0-2;août-15;276-299;
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;2;complet;dev_express;44.927597;2.442328;M;40-45;0-2;0-7;252-275;35266-40267
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;9;complet;dev_express;50.158468;1.587383;M;70-75;0-2;16-23;252-275;115298-120299
9;VRAI;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_integral;45.22887;2.937119;F;40-45;0-2;août-15;276-299;115298-120299
9;FAUX;catégorie 2;no;Highly Urban/ Urban;12;complet;dev_integral;47.855511;-0.613776;F;35-40;0-2;août-15;300-323;
9;FAUX;catégorie 1;no;Highly Urban/ Urban;20;complet;dev_express;47.703043;-0.056559;F;40-45;02-avr;août-15;276-299;-5001
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;2;complet;dev_express;47.484664;6.636246;M;45-50;0-2;0-7;276-299;110296-115297
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;11;complet;dev_express;47.769909;7.316203;F;70-75;0-2;0-7;252-275;105294-110295
8;FAUX;catégorie 1;yes;Highly Urban/ Urban;2;complet;dev_express;49.421175;1.082752;M;75-80;02-avr;août-15;252-275;30264-35265
9;VRAI;catégorie 1;no;Highly Urban/ Urban;8;complet;dev_premium;47.019023;-0.697824;F;35-40;0-2;août-15;420-443;70280-75281
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;16;complet;dev_premium;47.251804;-1.619736;M;90-95;0-2;16-23;324-347;-5001
9;FAUX;catégorie 2;no;Highly Urban/ Urban;7;complet;dev_express;43.123919;2.98939;M;75-80;02-avr;août-15;252-275;-5001
9;VRAI;catégorie 1;no;z_Highly Rural/ Rural;16;complet;dev_integral;45.384448;4.228291;M;70-75;0-2;août-15;276-299;75282-80283
9;FAUX;catégorie 1;no;Highly Urban/ Urban;8;complet;dev_integral;43.544638;2.27313;F;15-20;06-août;0-7;324-347;
9;FAUX;catégorie 1;no;Highly Urban/ Urban;15;complet;dev_integral;43.103351;1.654542;M;0-5;0-2;0-7;300-323;135306-140307
9;FAUX;catégorie 2;no;Highly Urban/ Urban;3;complet;dev_express;44.922696;1.85238;M;85-90;08-oct;0-7;252-275;-5001
9;FAUX;catégorie 1;no;Highly Urban/ Urban;5;complet;dev_express;48.513227;6.221869;M;65-70;0-2;16-23;276-299;255354-260355
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;5;complet;dev_express;49.283775;-0.354176;M;60-65;04-juin;16-23;252-275;215338-220339
9;FAUX;catégorie 2;no;Highly Urban/ Urban;15;complet;dev_integral;47.924183;5.603089;F;05-oct;0-2;0-7;276-299;55274-60275
9;FAUX;catégorie 1;no;Highly Urban/ Urban;6;complet;dev_integral;43.761285;0.302832;F;20-25;0-2;août-15;276-299;75282-80283
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_premium;47.151546;6.346353;M;oct-15;02-avr;août-15;348-371;75282-80283
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;10;complet;dev_premium;48.706021;-3.829306;M;40-45;0-2;août-15;372-395;
9;FAUX;catégorie 2;no;Highly Urban/ Urban;7;complet;dev_premium;41.917549;8.738822;F;60-65;0-2;0-7;324-347;-5001
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;13;complet;dev_integral;49.13362;4.2307;M;65-70;02-avr;0-7;300-323;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;13;complet;dev_express;43.117925;5.782721;M;50-55;0-2;août-15;252-275;105294-110295
9;FAUX;catégorie 2;no;Highly Urban/ Urban;15;complet;dev_premium;46.19096;6.210247;F;80-85;0-2;;396-419;95290-100291
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;4;complet;dev_premium;47.481411;2.861067;F;oct-15;02-avr;16-23;468-491;252-5253
8;FAUX;catégorie 1;no;Highly Urban/ Urban;8;complet;dev_integral;48.097386;6.499061;M;75-80;0-2;16-23;276-299;80284-85285
9;FAUX;catégorie 2;no;Highly Urban/ Urban;14;complet;dev_express;45.18581;0.722479;F;55-60;0-2;;276-299;30264-35265
9;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_integral;46.112382;-0.74955;M;50-55;0-2;0-7;324-347;-5001
9;FAUX;catégorie 2;no;Highly Urban/ Urban;13;complet;dev_integral;47.5185;5.184422;F;35-40;06-août;0-7;324-347;-5001
9;FAUX;catégorie 2;no;Highly Urban/ Urban;14;complet;dev_express;46.379658;-0.875374;M;70-75;06-août;0-7;252-275;5254-10255
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;1;complet;dev_integral;51.049851;2.429084;F;35-40;0-2;0-7;300-323;
9;VRAI;catégorie 1;yes;Highly Urban/ Urban;22;complet;dev_integral;45.592225;0.074958;M;70-75;04-juin;0-7;324-347;30264-35265
9;FAUX;catégorie 2;no;Highly Urban/ Urban;17;complet;dev_integral;46.347341;2.222475;M;15-20;10-déc;16-23;324-347;95290-100291
8;FAUX;catégorie 2;no;z_Highly Rural/ Rural;16;complet;dev_integral;45.630718;6.36002;M;65-70;02-avr;0-7;300-323;10256-15257
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;11;complet;dev_integral;43.508005;2.364018;M;80-85;06-août;0-7;324-347;80284-85285
9;FAUX;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_express;47.606564;2.032782;F;85-90;0-2;août-15;276-299;80284-85285
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;15;complet;dev_premium;45.120488;1.425417;M;45-50;0-2;0-7;468-491;85286-90287
7;VRAI;catégorie 1;no;Highly Urban/ Urban;14;complet;dev_premium;42.686228;2.875963;M;40-45;0-2;0-7;516-539;20260-25261
9;FAUX;catégorie 2;no;Highly Urban/ Urban;15;complet;dev_integral;45.823823;1.226068;F;55-60;02-avr;0-7;300-323;60276-65277
9;FAUX;catégorie 1;no;Highly Urban/ Urban;19;complet;dev_express;47.462863;-0.524434;F;60-65;06-août;16-23;276-299;100292-105293
8;VRAI;catégorie 2;no;z_Highly Rural/ Rural;18;complet;dev_integral;44.772758;-0.709375;F;70-75;04-juin;août-15;324-347;40268-45269
9;FAUX;catégorie 1;no;Highly Urban/ Urban;2;complet;dev_express;47.235513;2.070721;F;45-50;02-avr;0-7;252-275;35266-40267
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;20;complet;dev_vip;43.162656;6.05704;M;20-25;0-2;0-7;972-995;60276-65277
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;4;complet;dev_integral;49.812833;4.731231;F;90-95;0-2;16-23;276-299;
9;FAUX;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_express;43.314955;1.94408;F;oct-15;0-2;août-15;228-251;30264-35265
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;9;complet;dev_integral;43.555362;4.730418;F;70-75;04-juin;;300-323;50272-55273
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;14;complet;dev_express;47.521522;-1.620284;F;55-60;0-2;0-7;252-275;-5001
9;FAUX;catégorie 1;no;Highly Urban/ Urban;7;complet;dev_express;48.973886;5.509853;F;80-85;02-avr;août-15;252-275;80284-85285
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;17;complet;dev_integral;43.470079;3.341464;F;55-60;0-2;août-15;300-323;45270-50271
8;FAUX;catégorie 1;no;Highly Urban/ Urban;6;complet;dev_premium;45.777082;3.313717;M;75-80;02-avr;0-7;396-419;252-5253
9;FAUX;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_integral;46.343534;-1.436624;F;60-65;0-2;août-15;276-299;5254-10255
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;12;complet;dev_premium;44.867706;1.885956;F;30-35;0-2;0-7;372-395;-5001
7;FAUX;catégorie 2;no;Highly Urban/ Urban;11;complet;dev_integral;45.705192;4.860651;F;70-75;0-2;;300-323;
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;19;complet;dev_integral;50.12475;3.926164;F;50-55;0-2;16-23;324-347;30264-35265
9;FAUX;catégorie 1;no;Highly Urban/ Urban;11;complet;dev_express;44.354533;0.371992;F;85-90;0-2;0-7;276-299;50272-55273
9;FAUX;catégorie 2;no;Highly Urban/ Urban;17;complet;dev_express;46.988804;5.46245;M;70-75;02-avr;août-15;252-275;5254-10255
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;15;complet;dev_integral;44.817759;-0.575949;F;80-85;02-avr;0-7;300-323;95290-100291
9;FAUX;catégorie 2;no;Highly Urban/ Urban;21;complet;dev_integral;48.885515;2.501634;M;45-50;04-juin;août-15;276-299;85286-90287
9;FAUX;catégorie 2;no;Highly Urban/ Urban;10;complet;dev_integral;48.724113;5.290656;M;60-65;0-2;0-7;276-299;5254-10255
9;VRAI;catégorie 2;no;Highly Urban/ Urban;11;complet;dev_express;50.482863;2.53955;F;70-75;02-avr;0-7;276-299;15258-20259
9;FAUX;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_express;47.436554;-2.139663;F;80-85;0-2;août-15;228-251;60276-65277
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;4;complet;dev_express;44.11603;1.409104;M;25-30;06-août;0-7;252-275;
9;FAUX;catégorie 2;no;Highly Urban/ Urban;10;complet;dev_integral;48.79986;2.301427;F;90-95;0-2;août-15;300-323;10256-15257
9;FAUX;catégorie 2;no;Highly Urban/ Urban;10;complet;dev_premium;44.612477;2.030794;F;50-55;0-2;16-23;492-515;145310-150311
8;FAUX;catégorie 1;no;Highly Urban/ Urban;13;complet;dev_express;46.117642;-1.0255;M;35-40;0-2;0-7;228-251;60276-65277
9;FAUX;catégorie 1;no;Highly Urban/ Urban;20;complet;dev_express;48.767439;2.328163;F;20-25;0-2;août-15;252-275;45270-50271
9;FAUX;catégorie 1;no;Highly Urban/ Urban;11;complet;dev_integral;47.758727;1.501992;F;35-40;0-2;;276-299;90288-95289
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;8;complet;dev_integral;47.754445;-3.344143;F;50-55;04-juin;0-7;300-323;75282-80283
9;FAUX;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_premium;46.339735;4.834771;F;35-40;02-avr;août-15;444-467;-5001
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;10;complet;dev_integral;46.750718;5.896005;M;25-30;0-2;0-7;276-299;160316-165317
9;VRAI;catégorie 2;yes;Highly Urban/ Urban;4;complet;dev_integral;44.550894;6.061201;M;35-40;0-2;0-7;276-299;90288-95289
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;11;complet;dev_premium;42.566963;9.444683;M;55-60;0-2;août-15;396-419;10256-15257
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_express;46.615466;3.334381;M;45-50;0-2;0-7;252-275;75282-80283
9;FAUX;catégorie 1;no;Highly Urban/ Urban;8;complet;dev_express;44.030187;1.342284;M;30-35;0-2;août-15;252-275;85286-90287
8;FAUX;catégorie 2;no;Highly Urban/ Urban;17;complet;dev_integral;43.63596;6.844772;F;55-60;02-avr;août-15;276-299;50272-55273
9;VRAI;catégorie 1;no;z_Highly Rural/ Rural;21;complet;dev_integral;48.567869;2.434803;M;75-80;0-2;0-7;276-299;10256-15257
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;11;complet;dev_express;48.250626;3.326962;M;85-90;0-2;août-15;276-299;65278-70279
9;VRAI;catégorie 1;yes;Highly Urban/ Urban;20;complet;dev_express;49.052363;2.025856;F;0-5;0-2;;276-299;200332-205333
9;FAUX;catégorie 1;no;Highly Urban/ Urban;3;complet;dev_premium;48.132319;3.465544;F;oct-15;0-2;;444-467;95290-100291
9;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_integral;43.188536;1.006667;F;20-25;02-avr;0-7;300-323;20260-25261
9;VRAI;catégorie 1;no;Highly Urban/ Urban;2;complet;dev_integral;45.152558;1.531675;F;55-60;06-août;0-7;300-323;15258-20259
8;FAUX;catégorie 2;no;Highly Urban/ Urban;23;complet;dev_express;43.313139;5.384215;F;55-60;06-août;0-7;252-275;10256-15257
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;10;complet;dev_express;48.893781;2.371698;M;25-30;0-2;août-15;252-275;95290-100291
8;FAUX;catégorie 2;no;Highly Urban/ Urban;4;complet;dev_premium;49.267696;2.446041;M;20-25;06-août;0-7;468-491;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;17;complet;dev_integral;44.049536;5.056291;F;05-oct;02-avr;août-15;324-347;50272-55273
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_express;48.973533;2.388441;M;55-60;0-2;0-7;252-275;-5001
9;FAUX;catégorie 2;no;Highly Urban/ Urban;13;complet;dev_express;49.566314;-1.646602;F;20-25;08-oct;0-7;276-299;-5001
9;FAUX;catégorie 2;no;Highly Urban/ Urban;13;complet;dev_integral;48.180626;-0.780844;F;75-80;0-2;août-15;300-323;10256-15257
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;16;complet;dev_integral;50.009156;4.707412;M;25-30;0-2;16-23;276-299;100292-105293
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_integral;44.637972;0.742908;M;30-35;0-2;août-15;300-323;150312-155313
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;17;complet;dev_express;49.02575;3.021668;F;65-70;0-2;0-7;252-275;55274-60275
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;19;complet;dev_integral;45.028138;5.1741;F;70-75;0-2;0-7;300-323;20260-25261
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;21;complet;dev_express;44.082372;6.223424;F;65-70;06-août;0-7;252-275;15258-20259
9;FAUX;catégorie 2;no;Highly Urban/ Urban;10;complet;dev_express;44.169056;2.530441;F;25-30;0-2;;276-299;65278-70279
9;VRAI;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_premium;48.748096;-0.572649;F;50-55;02-avr;0-7;468-491;60276-65277
9;FAUX;catégorie 2;no;Highly Urban/ Urban;10;complet;dev_integral;48.870196;2.294007;F;70-75;0-2;août-15;300-323;100292-105293
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;22;complet;dev_integral;48.101264;6.444869;F;0-5;0-2;0-7;276-299;15258-20259
9;VRAI;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_integral;43.601333;1.440768;F;20-25;0-2;0-7;276-299;25262-30263
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;22;complet;dev_premium;49.688788;4.959751;M;60-65;0-2;0-7;324-347;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;6;complet;dev_express;44.071431;1.190084;M;05-oct;04-juin;août-15;252-275;30264-35265
9;FAUX;catégorie 1;no;Highly Urban/ Urban;21;complet;dev_express;43.213408;2.348691;M;25-30;0-2;août-15;252-275;30264-35265
9;VRAI;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_express;49.413706;5.711374;F;55-60;0-2;août-15;252-275;65278-70279
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_express;46.591258;0.375545;M;70-75;02-avr;0-7;252-275;60276-65277
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;13;complet;dev_integral;45.16528;1.531112;F;75-80;02-avr;août-15;276-299;15258-20259
8;FAUX;catégorie 2;no;Highly Urban/ Urban;6;complet;dev_integral;49.838776;3.273011;M;50-55;04-juin;0-7;324-347;30264-35265
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;19;complet;dev_premium;46.856784;2.314045;F;05-oct;04-juin;août-15;516-539;110296-115297
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;20;complet;dev_premium;48.631685;4.973567;F;20-25;02-avr;;372-395;25262-30263
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;3;complet;dev_integral;46.993114;3.146184;F;70-75;0-2;août-15;276-299;75282-80283
9;VRAI;catégorie 1;yes;Highly Urban/ Urban;5;complet;dev_integral;45.695933;5.897147;M;oct-15;0-2;0-7;324-347;15258-20259
9;FAUX;catégorie 2;no;Highly Urban/ Urban;12;complet;dev_integral;49.45774;5.923913;M;45-50;0-2;16-23;324-347;175322-180323
8;FAUX;catégorie 2;no;z_Highly Rural/ Rural;14;complet;dev_integral;48.986469;2.061118;M;90-95;0-2;août-15;300-323;-5001
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;20;complet;dev_express;43.330317;5.418519;M;15-20;0-2;;252-275;60276-65277
9;FAUX;catégorie 2;no;Highly Urban/ Urban;12;complet;dev_express;44.859016;0.490059;F;60-65;0-2;août-15;252-275;110296-115297
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;23;complet;dev_premium;45.680893;-0.160278;F;75-80;0-2;août-15;516-539;30264-35265
9;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_integral;48.601785;6.488801;F;05-oct;0-2;0-7;324-347;145310-150311
9;FAUX;catégorie 1;no;Highly Urban/ Urban;20;complet;dev_express;49.086663;0.591469;F;55-60;0-2;0-7;252-275;30264-35265
9;FAUX;catégorie 1;no;Highly Urban/ Urban;19;complet;dev_express;43.830613;1.296653;F;85-90;02-avr;août-15;252-275;110296-115297
8;FAUX;catégorie 2;yes;z_Highly Rural/ Rural;21;complet;dev_integral;49.101065;6.158887;F;50-55;0-2;0-7;324-347;50272-55273
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;12;complet;dev_integral;47.058538;-1.308627;M;50-55;0-2;août-15;276-299;5254-10255
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;12;complet;dev_premium;47.467501;-0.542013;F;45-50;02-avr;août-15;420-443;145310-150311
9;FAUX;catégorie 2;no;Highly Urban/ Urban;14;complet;dev_express;48.331748;1.905827;F;50-55;0-2;août-15;252-275;145310-150311
9;FAUX;catégorie 2;no;Highly Urban/ Urban;4;complet;dev_express;45.29926;3.379335;F;55-60;0-2;0-7;252-275;70280-75281
8;FAUX;catégorie 1;no;Highly Urban/ Urban;4;complet;dev_express;43.825372;5.779609;M;60-65;02-avr;0-7;252-275;5254-10255
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;17;complet;dev_integral;46.889786;3.461247;F;15-20;0-2;16-23;276-299;252-5253
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;21;complet;dev_premium;45.454874;0.444923;M;55-60;0-2;0-7;372-395;35266-40267
8;FAUX;catégorie 2;no;Highly Urban/ Urban;15;complet;dev_express;43.330001;6.602312;M;55-60;0-2;16-23;252-275;75282-80283
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;13;complet;dev_integral;50.349931;2.654844;M;55-60;0-2;août-15;300-323;130304-135305
9;FAUX;catégorie 1;no;Highly Urban/ Urban;13;complet;dev_integral;44.391184;0.698524;F;60-65;06-août;0-7;276-299;75282-80283
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;13;complet;dev_express;47.882908;6.589505;F;30-35;0-2;août-15;252-275;105294-110295
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;9;complet;dev_integral;49.526985;2.914011;M;30-35;0-2;16-23;324-347;
9;FAUX;catégorie 1;no;Highly Urban/ Urban;15;complet;dev_premium;48.446504;-4.756602;F;80-85;04-juin;août-15;516-539;125302-130303
9;FAUX;catégorie 2;no;Highly Urban/ Urban;9;complet;dev_integral;45.070937;3.911449;M;65-70;0-2;;324-347;45270-50271
9;FAUX;catégorie 2;no;Highly Urban/ Urban;7;complet;dev_integral;46.819833;1.208227;F;65-70;02-avr;août-15;276-299;35266-40267
9;VRAI;catégorie 1;no;z_Highly Rural/ Rural;14;complet;dev_integral;44.904029;5.787522;M;05-oct;0-2;0-7;300-323;-5001
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_express;47.994855;2.765605;M;15-20;02-avr;;252-275;105294-110295
9;FAUX;catégorie 2;no;Highly Urban/ Urban;17;complet;dev_express;43.228161;2.356092;F;80-85;04-juin;0-7;252-275;25262-30263
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;23;complet;dev_premium;43.847144;1.23318;F;60-65;0-2;0-7;324-347;20260-25261
8;FAUX;catégorie 1;no;Highly Urban/ Urban;8;complet;dev_express;43.237963;0.081154;M;30-35;0-2;0-7;252-275;
9;VRAI;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_integral;48.502072;-4.42105;F;60-65;08-oct;0-7;324-347;45270-50271
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;9;complet;dev_integral;44.673384;4.217196;M;85-90;0-2;0-7;300-323;85286-90287
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_express;44.547934;4.68127;M;80-85;0-2;;276-299;50272-55273
9;FAUX;catégorie 2;no;Highly Urban/ Urban;21;complet;dev_express;49.790424;4.71006;F;75-80;0-2;août-15;228-251;30264-35265
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;11;complet;dev_express;46.189727;5.928369;M;50-55;04-juin;0-7;276-299;35266-40267
9;VRAI;catégorie 1;yes;z_Highly Rural/ Rural;10;complet;dev_express;43.18559;1.601584;M;50-55;02-avr;août-15;252-275;50272-55273
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;10;complet;dev_express;44.632567;0.462143;M;90-95;02-avr;0-7;276-299;
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;20;complet;dev_premium;43.599397;3.863309;M;70-75;02-avr;août-15;372-395;45270-50271
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;15;complet;dev_express;47.92012;6.099333;M;45-50;02-avr;août-15;276-299;
9;FAUX;catégorie 1;no;Highly Urban/ Urban;4;complet;dev_express;48.758203;7.638601;F;55-60;0-2;0-7;252-275;50272-55273
8;FAUX;catégorie 2;yes;z_Highly Rural/ Rural;2;complet;dev_express;44.71041;2.1973;F;65-70;02-avr;;252-275;
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;2;complet;dev_integral;50.714968;1.614702;F;35-40;02-avr;août-15;276-299;-5001
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;19;complet;dev_express;47.343005;1.24989;F;45-50;0-2;0-7;276-299;20260-25261
9;FAUX;catégorie 2;no;Highly Urban/ Urban;19;complet;dev_integral;45.513671;5.600418;M;05-oct;02-avr;août-15;324-347;145310-150311
9;VRAI;catégorie 2;no;Highly Urban/ Urban;12;complet;dev_express;45.196805;0.706294;F;0-5;06-août;16-23;252-275;80284-85285
8;FAUX;catégorie 2;no;Highly Urban/ Urban;7;complet;dev_express;47.073566;2.327722;M;85-90;02-avr;août-15;228-251;70280-75281
9;FAUX;catégorie 2;yes;z_Highly Rural/ Rural;13;complet;dev_integral;45.164668;1.513836;M;85-90;0-2;16-23;300-323;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;6;complet;dev_integral;50.205536;3.840834;F;55-60;0-2;0-7;300-323;60276-65277
8;VRAI;catégorie 1;yes;z_Highly Rural/ Rural;21;complet;dev_integral;46.684501;5.55081;F;80-85;0-2;août-15;300-323;75282-80283
8;FAUX;catégorie 2;no;Highly Urban/ Urban;6;complet;dev_integral;49.024823;2.027138;M;55-60;02-avr;août-15;276-299;30264-35265
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_express;41.917408;8.738067;M;25-30;02-avr;0-7;228-251;30264-35265
9;FAUX;catégorie 2;no;Highly Urban/ Urban;5;complet;dev_integral;49.007279;2.114225;F;65-70;0-2;août-15;276-299;60276-65277
9;FAUX;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_integral;48.980666;7.571557;M;70-75;02-avr;août-15;276-299;180324-185325
9;FAUX;catégorie 2;yes;z_Highly Rural/ Rural;8;complet;dev_premium;45.540179;5.979503;F;25-30;02-avr;août-15;468-491;45270-50271
9;FAUX;catégorie 2;no;Highly Urban/ Urban;13;complet;dev_integral;43.808502;4.642619;M;35-40;0-2;16-23;300-323;75282-80283
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_integral;44.560297;3.288964;M;70-75;0-2;16-23;300-323;
9;FAUX;catégorie 1;no;Highly Urban/ Urban;14;complet;dev_integral;43.77497;2.188136;M;85-90;04-juin;août-15;300-323;25262-30263
9;FAUX;catégorie 1;no;Highly Urban/ Urban;3;complet;dev_integral;43.468918;0.928072;M;45-50;0-2;0-7;300-323;40268-45269
9;VRAI;catégorie 1;no;Highly Urban/ Urban;14;complet;dev_express;48.496572;3.73212;M;90-95;0-2;0-7;252-275;45270-50271
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;14;complet;dev_express;45.991988;5.377559;M;15-20;0-2;0-7;276-299;
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_integral;48.061543;-1.189517;M;0-5;0-2;;324-347;70280-75281
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;21;complet;dev_integral;48.849299;-1.58185;F;65-70;0-2;;300-323;252-5253
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;14;complet;dev_integral;47.188566;-1.529345;M;85-90;04-juin;0-7;300-323;252-5253
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;11;complet;dev_express;45.129796;2.975291;M;0-5;0-2;16-23;252-275;50272-55273
8;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_integral;51.001582;2.357904;M;15-20;0-2;août-15;324-347;-5001
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;12;complet;dev_integral;47.808622;3.10211;M;30-35;02-avr;16-23;324-347;40268-45269
9;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_express;46.989665;3.178646;M;50-55;0-2;août-15;276-299;20260-25261
8;FAUX;catégorie 2;no;Highly Urban/ Urban;1;complet;dev_integral;46.518447;1.652193;F;20-25;0-2;0-7;276-299;15258-20259
9;VRAI;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_express;47.744504;-3.360169;M;25-30;04-juin;16-23;252-275;80284-85285
9;FAUX;catégorie 2;no;Highly Urban/ Urban;21;complet;dev_express;48.967247;-1.468929;F;55-60;0-2;août-15;252-275;252-5253
